lakeid,sampledate,depth,ca,mg,na,k,cl,so4,cond,ph,alk,dic,temp,bicarbonate,carbonate,alkalinity_calculated,Lake,Lat,Long
CR,1987-11-04,18,1.1749999999999998,0.29500000000000004,0.335,0.36,0.41500000000000004,3.315,14,6.78,2,0.68,8.1,2.2954025506158207,4.179061335796585e-4,37.4818583553355,NA,NA,NA
CR,1988-03-02,10,1.21,0.28,0.36,0.38,0.44,3.42,16,5.74,19,1.36,3.9,0.9660960363962923,1.4083669350012212e-5,14.014888604937322,NA,NA,NA
CR,1988-04-26,0,1.1749999999999998,0.255,0.34,0.395,0.44,3.42,14,5.89,15,0.57,5.6,0.5604785511939316,1.2181515907335255e-5,7.899277366731818,NA,NA,NA
CR,1988-04-26,10,1.15,0.25,0.33,0.38,0.43,3.46,14,5.93,21,0.61,5.2,0.6404156337238233,1.5071538084294681e-5,9.32288800275602,NA,NA,NA
CR,1988-04-26,19,1.12,0.26,0.32,0.39,0.44,3.45,14,5.95,15,0.62,4.8,0.6695516686818652,1.629258485527547e-5,9.85332754467752,NA,NA,NA
CR,1988-08-17,0,1.16,0.27,0.36,0.4,0.44,3.39,14,6.42,30,0.28,25,0.7675261541893822,9.294096937320784e-5,12.228406827596995,NA,NA,NA
CR,1988-08-17,5,1.16,0.28,0.37,0.37,0.43,3.44,NA,6.69,27,0.22,23.9,0.7629021054767193,1.6815259984644205e-4,12.350082069055492,NA,NA,NA
CR,1988-08-17,8,1.18,0.29,0.35,0.38,0.56,3.27,14,6.55,30,0.32,16.3,0.9435323976981248,1.2654616763311895e-4,15.203706640296081,NA,NA,NA
CR,1988-08-17,12,1.19,0.28,0.34,0.375,0.44,3.17,14,6.24,37,0.95,10.8,1.8235598227675902,1.0352211447526418e-4,29.3195248046883,NA,NA,NA
CR,1988-08-17,15,1.24,0.28,0.36,0.39,0.4,3.12,NA,5.78,40,1.76,8.7,1.4956396975109305,2.7716677532086455e-5,22.854720749381134,NA,NA,NA
CR,1988-08-17,19,1.29,0.29,0.37,0.41,0.57,3.17,15,5.69,42,2.03,8.3,1.4359446094994481,2.1376310388951232e-5,21.49368502113814,NA,NA,NA
CR,1988-11-08,0,1.12,0.28,0.37,0.37,0.48,3.35,13,6.21,17,0.79,3.2,1.2846720362561408,5.402624036240367e-5,20.442036765570663,NA,NA,NA
CR,1988-11-08,10,1.12,0.27,0.36,0.35,0.47,3.2,13,6.21,24,0.63,4.3,1.0450921268185414,4.554465658475079e-5,16.515595197647464,NA,NA,NA
CR,1988-11-08,19,1.12,0.27,0.365,0.38,0.44999999999999996,3.185,13,5.62,21,0.625,4.4,0.35268432793888604,3.963319181638262e-6,3.382119815294935,NA,NA,NA
CR,1989-02-20,0,1.565,0.36,0.48,0.5,0.65,4.165,17.5,6.23,22.5,0.79,0.5,1.2585947571168732,5.061816272081263e-5,20.041805062214927,NA,NA,NA
CR,1989-02-20,10,1.2,0.28,0.37,0.36,0.48,3.2,15,5.89,17,1.25,3.1,1.165221645354442,2.3377506024581026e-5,17.810372660347706,NA,NA,NA
CR,1989-02-20,19,1.2,0.31,0.39,0.41,0.5,2.59,17,5.73,27,4.54,4.1,3.176233913595664,4.554147725520011e-5,50.19516160748995,NA,NA,NA
CR,1989-05-02,10,1.09,0.29,0.35,0.34,0.47,3.23,14,5.87,15,0.91,4.7,0.8459146920414619,1.7066846135017167e-5,12.516510203321632,NA,NA,NA
CR,1989-05-02,19,1.28,0.3,0.36,0.36,1.3,3.24,15,5.76,16,1.37,4.6,1.0284779117143599,1.60560894261219e-5,15.119330678197478,NA,NA,NA
CR,1989-08-24,0,1.17,0.29,0.38,0.42,0.44,3.24,13,6.76,19,0.38,20.7,1.364903274367513,3.296571320489324e-4,22.248030734522242,NA,NA,NA
CR,1989-08-24,8,1.17,0.28,0.35,0.39,0.39,3.14,13,6.7,20,0.38,16.4,1.2776417375163847,2.4265280735578143e-4,20.773159754286038,NA,NA,NA
CR,1989-08-24,12,1.23,0.28,0.35,0.41,0.45,3.15,NA,6.46,23,0.66,9.6,1.6607541480376786,1.5121196845353332e-4,26.884307753644375,NA,NA,NA
CR,1989-08-24,15,1.31,0.3,0.36,0.39,0.47,3.06,NA,5.94,76,1.29,8.1,1.4586788056348365,3.838659212870762e-5,22.761342986957068,NA,NA,NA
CR,1989-08-24,19,1.45,0.3,0.36,0.43,0.6,3.1,15,5.64,33,1.9,7.5,1.1961861450227727,1.5496385850959103e-5,17.314783018840824,NA,NA,NA
CR,1989-11-15,10,1.2,0.28,0.37,0.35,0.48,3.23,14,6.23,17,0.68,5.8,1.1933427745972125,5.70971985244518e-5,18.97396763911842,NA,NA,NA
CR,1989-11-15,19,1.14,0.29,0.37,0.36,0.48,3.26,14,6.2,15,0.69,5.7,1.1547822572177115,5.140405822403333e-5,18.299445770212106,NA,NA,NA
CR,1990-02-19,0,1.52,0.33,0.45,0.61,0.57,4.1,16,6.39,26,0.8,1.1,1.6333912623735816,9.692611332660865e-5,26.368384137022392,NA,NA,NA
CR,1990-02-19,10,1.33,0.29,0.37,0.44,0.5,3.44,15,5.94,21,1.5,4.3,1.5743026781650733,3.6844366188911586e-5,24.655594434710167,NA,NA,NA
CR,1990-02-19,19,1.34,0.29,0.39,0.46,0.53,3.01,16,5.69,35,3.28,4.8,2.1526803436981288,2.878627301954131e-5,33.24006467358847,NA,NA,NA
CR,1990-05-03,0,0.88,0.24,0.37,0.42,0.48,3.23,13,6.53,21,0.52,10.8,1.4321926918085408,1.5853113617844613e-4,23.1928154015341,NA,NA,NA
CR,1990-05-03,5,0.9,0.25,0.37,0.38,0.42,3.22,NA,6.55,24,0.5,10.2,1.397807888012133,1.5929068737147043e-4,22.642519699817434,NA,NA,NA
CR,1990-05-03,8,0.9,0.25,0.37,0.39,0.43,3.17,13,6.6,25,0.49,6.2,1.3827290058135804,1.570251087199547e-4,22.423639864704228,NA,NA,NA
CR,1990-05-03,12,0.9,0.24,0.37,0.4,0.47,3.19,NA,6.33,25,0.67,5.2,1.3462460506955234,7.958296074432432e-5,21.602380068241814,NA,NA,NA
CR,1990-05-03,19,0.89,0.245,0.37,0.395,0.45999999999999996,3.2699999999999996,14,6,22.5,0.94,5,1.1146166859690745,3.062539560828945e-5,17.270159270425996,NA,NA,NA
CR,1990-08-23,0,1.18,0.27,0.36,0.38,0.46,2.89,14,6.93,14,0.43,20.5,1.7050527231964694,6.063582338363061e-4,27.90716970381228,NA,NA,NA
CR,1990-08-23,10,1.23,0.28,0.36,0.35,0.455,3.25,14,6.66,112.5,0.415,13.8,1.3273169020517694,2.1507063996073966e-4,21.560267414086354,NA,NA,NA
CR,1990-08-23,12,1.25,0.28,0.36,0.33,0.45,3.13,NA,6.56,299,0.55,10.8,1.5625610169749595,1.8533186845032864e-4,25.35075606286098,NA,NA,NA
CR,1990-08-23,15,1.25,0.29,0.36,0.39,0.45,3.18,NA,5.89,25,1.38,8.5,1.4359405287655338,3.4079739932952166e-5,22.24828627497758,NA,NA,NA
CR,1990-11-14,10,1.19,0.27,0.36,0.34,0.51,2.96,14,6.29,23,0.67,4.6,1.259702819124507,6.663661238745e-5,20.137920757809948,NA,NA,NA
CR,1990-11-14,19,1.13,0.27,0.36,0.35,0.48,2.9,14,6.28,30,0.7,4.5,1.29492149433971,6.672731413853643e-5,20.703059980765975,NA,NA,NA
CR,1991-02-21,0,1.64,0.37,0.51,0.54,0.67,4.4,19,6.43,29,0.73,-1.3,1.5091554750581821,9.031284950571061e-5,24.36750244440461,NA,NA,NA
CR,1991-02-21,10,1.275,0.28,0.37,0.37,0.48,3.26,15,5.93,26,1.28,1.9,1.2516254392534585,2.6459052501565577e-5,19.33985797087016,NA,NA,NA
CR,1991-02-21,19,1.55,0.32,0.38,0.46,0.52,2.51,19,5.82,81,3.3,2.9,2.6794631190169613,4.545518934761143e-5,42.40227227425822,NA,NA,NA
CR,1991-05-08,10,1.24,0.27,0.35,0.37,0.49,3.02,14,6.43,36,0.6,7.4,1.4181956036738521,1.1294332661917663e-4,22.881058806039245,NA,NA,NA
CR,1991-05-08,19,1.295,0.28,0.36,0.385,0.505,3.0949999999999998,14,5.95,29,1.34,NA,NA,NA,NA,NA,NA,NA
CR,1991-08-29,0,1.16,0.26,0.35,0.36,0.51,2.95,13,6.64,21,0.54,23.5,1.799480315742805,3.5052834263122446e-4,29.31337633171797,NA,NA,NA
CR,1991-08-29,5,1.16,0.26,0.36,0.37,0.46,2.93,NA,6.76,20,0.43,22,1.5532128338883084,3.861612715731198e-4,25.340614319312085,NA,NA,NA
CR,1991-08-29,10,1.19,0.27,0.35,0.37,0.47,3.06,13,6.51,21,0.56,14.2,1.5592529165133142,1.8075358824626276e-4,25.265039325830884,NA,NA,NA
CR,1991-08-29,12,1.23,0.28,0.39,0.36,0.45,2.95,NA,6.66,27,0.78,11.4,2.4489444123467172,3.718527418276564e-4,39.94416239354541,NA,NA,NA
CR,1991-08-29,15,1.28,0.29,0.34,0.37,0.46,2.85,NA,5.88,29,1.97,8.5,2.0125798209340338,4.6678074459306365e-5,31.66910763112125,NA,NA,NA
CR,1991-10-31,0,1.3,0.27,0.37,0.39,0.4,3.06,14,6.22,25,0.66,8.3,1.187126986762341,5.9881440220327075e-5,18.859255088934486,NA,NA,NA
CR,1991-10-31,10,1.26,0.27,0.36,0.375,0.4,3.035,14,6.220000000000001,25,0.79,8.3,1.4209550296094706,7.167626935463417e-5,22.69182052897654,NA,NA,NA
CR,1992-02-24,0,1.23,0.29,0.36,0.43,0.56,3.22,14,6.34,31,0.72,0.3,1.350218046303033,6.947443689963436e-5,21.676326693730818,NA,NA,NA
CR,1992-02-24,10,1.21,0.275,0.34,0.41000000000000003,0.555,3.045,14.5,5.92,26.5,1.1549999999999998,3,1.1362228254543492,2.434599612386874e-5,17.42120648224714,NA,NA,NA
CR,1992-02-24,19,1.33,0.32,0.39,0.53,0.51,2.48,17,5.71,61,4.2,4.1,2.8236184149890886,3.8663453280114675e-5,44.32817179344407,NA,NA,NA
CR,1992-05-06,0,1.17,0.27,0.31,0.34,0.49,2.92,13,6.18,10,0.67,7.6,1.1218947880183074,5.054618369396495e-5,17.731126926941428,NA,NA,NA
CR,1992-05-06,10,1.19,0.27,0.32,0.35,0.45,2.92,14,5.98,10,0.88,5.5,1.0171302300155303,2.711198130713361e-5,15.62522436470064,NA,NA,NA
CR,1992-05-06,19,1.38,0.305,0.35,0.42,0.5449999999999999,2.86,16,5.66,26,2.385,4.3,1.4566665118253568,1.789134506272218e-5,21.686714875320167,NA,NA,NA
CR,1992-08-25,0,1.14,0.26,0.35,0.36,0.45,3.01,14,6.6,16,0.39,20.6,1.238526346197636,2.0648210926567137e-4,20.08228597675581,NA,NA,NA
CR,1992-08-25,5,1.2,0.26,0.34,0.34,0.44,3.24,NA,6.65,23,0.39,20.5,1.2904461612891533,2.4084151845529532e-4,20.964884544480586,NA,NA,NA
CR,1992-08-25,12,1.26,0.28,0.36,0.34,0.45,2.91,14,6.5,28,0.72,11.8,1.9396749039863135,2.0602655957205123e-4,31.490544126297646,NA,NA,NA
CR,1992-08-25,15,1.32,0.29,0.38,0.4,0.49,2.93,NA,5.81,51,1.93,8.4,1.7266622142456316,3.398491002461615e-5,26.751960224562175,NA,NA,NA
CR,1992-08-25,19,1.36,0.29,0.39,0.39,0.51,3.04,16,5.55,35,3.39,7.8,1.7874438407235116,1.8991967321005436e-5,26.477248957702656,NA,NA,NA
CR,1992-11-09,0,1.21,0.28,0.36,0.4,0.45,3.04,13,6.23,18,0.73,6,1.2853154733309802,6.188079488859072e-5,20.481517458804962,NA,NA,NA
CR,1992-11-09,10,1.19,0.28,0.36,0.37,0.455,3.0599999999999996,13.5,6.245,21.5,0.73,5.9,1.3123406526622843,6.519972861420335e-5,20.944618751614456,NA,NA,NA
CR,1992-11-09,19,1.19,0.28,0.36,0.39,0.45,3.03,14,6.21,25,0.74,5.9,1.2618897218923733,5.7838977776071505e-5,20.06952408757867,NA,NA,NA
CR,1993-02-23,0,1.45,0.33,0.44,0.45,0.58,3.74,16,6.59,41,0.64,0.2,1.6555410441091452,1.5095835566569994e-4,26.88494666762947,NA,NA,NA
CR,1993-02-23,10,1.21,0.27,0.35,0.4,0.47,3.05,14,5.92,23,1.33,3.6,1.3256100323101507,2.8966241626181425e-5,20.52527403525185,NA,NA,NA
CR,1993-02-23,19,1.4449999999999998,0.31,0.36,0.45,0.7,2.4850000000000003,16.5,5.6850000000000005,56,3.9,4.4,2.5110290617212523,3.2773636060861864e-5,39.08943531734666,NA,NA,NA
CR,1993-05-05,0,1.16,0.25,0.33,0.25,0.5,2.96,14,6.02,8,0.75,6.5,0.9478597847876443,2.8574917532812614e-5,14.5825236435406,NA,NA,NA
CR,1993-05-05,10,1.185,0.25,0.33,0.26,0.595,3.1550000000000002,14,5.9399999999999995,4,0.975,4.7,1.0318324250272937,2.445884115208115e-5,15.764777139692738,NA,NA,NA
CR,1993-05-05,19,1.24,0.26,0.35,0.3,0.77,2.99,15,5.59,13,2.1,4.4,1.1141845409355036,1.168503495898468e-5,15.69087705957847,NA,NA,NA
CR,1993-08-24,0,1.13,0.26,0.34,0.37,0.49,2.97,12,6.65,20,0.42,21.6,1.3977243593373476,2.6738082668932393e-4,22.72684506816494,NA,NA,NA
CR,1993-08-24,5,1.13,0.26,0.34,0.38,0.51,3.11,NA,6.56,20,0.45,21.6,1.3874255272726312,2.1573390687488724e-4,22.49828975096283,NA,NA,NA
CR,1993-08-24,10,1.19,0.255,0.35,0.36,0.525,2.95,13,6.585,21.5,0.505,13.2,1.5023589886099329,2.0158614396075336e-4,24.383563097885755,NA,NA,NA
CR,1993-08-24,12,1.24,0.28,0.36,0.37,0.75,3.09,NA,6.58,22,0.65,10.3,1.8751607757554947,2.296233996888333e-4,30.487797936978822,NA,NA,NA
CR,1993-08-24,15,1.35,0.3,0.35,0.38,0.71,2.87,NA,5.86,35,1.24,7.7,1.2023478322584336,2.6005686911995064e-5,18.32730422639654,NA,NA,NA
CR,1993-08-24,19,1.35,0.29,0.35,0.4,0.87,2.94,15,5.54,43,2.33,7,1.182722906075224,1.1988153073321996e-5,16.500608937427653,NA,NA,NA
CR,1993-11-09,0,1.15,0.27,0.35,0.375,0.45499999999999996,2.825,13.5,6.045,25,0.645,5,0.8272356994730056,2.5210730823926567e-5,12.658766747819485,NA,NA,NA
CR,1993-11-09,10,1.18,0.27,0.35,0.38,0.44,2.78,13,6.31,23,0.67,5,1.3048090226347568,7.319865791332214e-5,20.900764842767135,NA,NA,NA
CR,1993-11-09,19,1.18,0.27,0.34,0.39,0.45,2.86,13,6.31,24,0.63,4.9,1.2249530879172665,6.850177706147197e-5,19.591826070245077,NA,NA,NA
CR,1994-02-21,10,1.12,0.27,0.35,0.37,0.66,2.95,14,5.86,19,1.22,2.9,1.0696659638599535,1.9896828866446508e-5,16.151972803182023,NA,NA,NA
CR,1994-02-21,19,1.25,0.3,0.37,0.41,0.68,2.35,17,5.78,69,4.11,4,3.1658054033828775,5.076690144819987e-5,50.22702666137281,NA,NA,NA
CR,1994-05-02,0,1.13,0.27,0.37,0.38,0.44,2.99,NA,6.37,16,0.63,6.4,1.3606315397276831,9.154777502529342e-5,21.880609922006155,NA,NA,NA
CR,1994-05-02,10,1.1099999999999999,0.265,0.355,0.375,0.445,2.925,13,6.32,23.5,0.64,5.7,1.2779914012123368,7.499377856161014e-5,20.472814083029803,NA,NA,NA
CR,1994-05-02,19,1.05,0.25,0.35,0.39,0.45,2.91,NA,6.22,25,0.75,5.5,1.2899206849018425,5.97513471550143e-5,20.542972050258815,NA,NA,NA
CR,1994-08-25,0,1.085,0.27,0.34,0.395,0.44,2.925,12.5,6.37,24,0.46,21.2,1.1631679583045982,1.1574063752159498e-4,18.65791015090206,NA,NA,NA
CR,1994-08-25,8,1.06,0.26,0.34,0.41,0.43,2.88,NA,6.44,28,0.43,19.9,1.1642891661094645,1.3215689553190162e-4,18.74137266122545,NA,NA,NA
CR,1994-08-25,10,1.08,0.27,0.35,0.37,0.43,2.92,13,6.56,32,0.42,14.8,1.2358796060385981,1.6327472934833177e-4,20.0008217927483,NA,NA,NA
CR,1994-08-25,12,1.07,0.27,0.34,0.37,0.43,2.88,NA,6.54,22,0.52,11.7,1.4598807074806974,1.6955665962188938e-4,23.65482349993597,NA,NA,NA
CR,1994-08-25,15,1.15,0.28,0.33,0.41,0.45,2.85,NA,5.53,29,1.5,8.7,0.773433442651234,8.060038792248436e-6,9.725626642412362,NA,NA,NA
CR,1994-08-25,19,1.2,0.29,0.35,0.42,0.45,2.87,14,5.18,30,2.98,7.7,0.7110629527520698,3.2132628791112717e-6,5.047036026388503,NA,NA,NA
CR,1994-11-16,0,1.16,0.27,0.34,0.4,0.43,2.8,13,6.39,20,0.6,7.6,1.3522416760972755,9.880764711904045e-5,21.76339001163914,NA,NA,NA
CR,1994-11-16,10,1.125,0.26,0.33,0.375,0.425,2.79,13,6.385,22.5,0.615,7.7,1.3790192542264474,9.990990244440602e-5,22.197549435803435,NA,NA,NA
CR,1994-11-16,19,1.12,0.26,0.33,0.38,0.43,2.79,13,6.4,20,0.6,7.5,1.3677755346008516,1.0196391093153059e-4,22.027431322487427,NA,NA,NA
CR,1995-02-13,0,1.77,0.44,0.53,0.54,0.66,4.1,21,6.54,39,0.84,0.4,2.056386378221456,1.682778402781507e-4,33.42314030616304,NA,NA,NA
CR,1995-02-13,10,1.15,0.3,0.34,0.36,0.42,2.65,14,6.14,28,0.98,4,1.4462333711438582,5.3129388766033145e-5,22.98176368564747,NA,NA,NA
CR,1995-05-03,0,1.06,0.29,0.32,0.36,0.43,2.7649999999999997,13,6.405,31,0.72,8.5,1.6732315372062465,1.2999177085479063e-4,27.039629156557112,NA,NA,NA
CR,1995-05-03,10,1.05,0.29,0.32,0.36,0.42,2.75,13,6.41,35,0.68,5.2,1.5210122602316045,1.0810066478334123e-4,24.547054657837144,NA,NA,NA
CR,1995-05-03,19,1.05,0.29,0.33,0.35,0.42,2.76,13,6.18,21,0.88,4.7,1.4027997405561847,5.778596658205149e-5,22.334233798536214,NA,NA,NA
CR,1995-08-23,0,1.04,0.23,0.34,0.36,0.51,2.98,12,7.1,25,0.4,23.2,1.7176350157487952,9.588254081731671e-4,28.21351138888953,NA,NA,NA
CR,1995-08-23,12,1.1,0.24,0.33,0.33,0.41,2.56,NA,6.84,28,0.69,9.5,2.458396119531864,5.354020520703029e-4,40.18297415122508,NA,NA,NA
CR,1995-08-23,15,1.13,0.24,0.34,0.35,0.41,2.58,NA,5.97,19,1.52,7.5,1.7930619494680673,4.966231362048098e-5,28.318538799609982,NA,NA,NA
CR,1995-08-23,19,1.13,0.24,0.33,0.35,0.41,2.69,14,5.74,37,2.35,6.9,1.7824872779992125,2.8547976153053174e-5,27.39538060672227,NA,NA,NA
CR,1995-11-14,0,1.11,0.24,0.33,0.34,0.43,2.63,13,6.34,29,0.63,3.2,1.243126945266032,7.052254159433467e-5,19.922102128904996,NA,NA,NA
CR,1995-11-14,10,1.08,0.24,0.33,0.34,0.45,2.62,13,6.37,29,0.67,3.6,1.3871885223791365,8.543028470255634e-5,22.314498435865026,NA,NA,NA
CR,1995-11-14,19,1.065,0.235,0.33,0.345,0.4,2.62,13,6.35,29.5,0.65,3.6,1.3092260190128717,7.700004777016817e-5,21.01622634696299,NA,NA,NA
CR,1996-02-19,0,1.29,0.3,0.41,0.45,0.55,3.47,16,6.28,31,0.95,0.7,1.6418909153169696,7.460239335736047e-5,26.38871807051953,NA,NA,NA
CR,1996-02-19,10,1.105,0.26,0.345,0.365,0.43,2.96,14.5,5.970000000000001,29,1.4,4,1.541904553907427,3.8296045652014335e-5,24.201371912300818,NA,NA,NA
CR,1996-02-19,19,1.07,0.26,0.35,0.39,0.44,2.88,14,5.75,38,2.55,4.4,1.868662761495343,2.8327211081072707e-5,28.84888098906049,NA,NA,NA
CR,1996-05-13,0,1.0950000000000002,0.255,0.335,0.375,0.395,2.685,13,5.859999999999999,23,1.22,5.6,1.1342036219550238,2.3005589656490943e-5,17.210094943272956,NA,NA,NA
CR,1996-05-13,10,1.07,0.25,0.34,0.37,0.39,2.7,13,5.83,26,1.3,5.4,1.1370533698132435,2.1389725732907006e-5,17.157901623783093,NA,NA,NA
CR,1996-05-13,19,1.11,0.26,0.33,0.38,0.48,2.73,13,5.78,27,1.46,4.8,1.1447956191662876,1.883362217273234e-5,17.104019359064328,NA,NA,NA
CR,1996-08-07,0,0.97,0.19,0.34,0.34,0.41,2.61,NA,6.61,20,0.48,22.6,1.5541320577677984,2.771414642922228e-4,25.268452864270873,NA,NA,NA
CR,1996-08-07,3,0.975,0.19,0.34,0.34,0.43,2.6100000000000003,NA,6.605,23,0.45,22.3,1.448646758631988,2.5371625624813894e-4,23.53486737706862,NA,NA,NA
CR,1996-08-07,8,1.07,0.2,0.34,0.34,0.5,2.64,NA,5.67,25,0.45,13.2,0.33530491399305423,5.4717579301926826e-6,3.3592970547308316,NA,NA,NA
CR,1996-08-07,12,1.06,0.2,0.34,0.34,0.44,2.62,NA,6.52,26,0.67,8.6,1.7839015818733956,1.8113784231811342e-4,28.948693668684818,NA,NA,NA
CR,1996-08-07,15,1.13,0.21,0.35,0.38,0.45,2.46,NA,5.76,37,2.27,6.5,1.7755177990718345,2.9414801254472974e-5,27.36309895274606,NA,NA,NA
CR,1996-08-07,19,1.14,0.21,0.35,0.36,0.72,2.47,NA,5.74,48,2.8,6.1,2.0882844076454052,3.2634733262078124e-5,32.40709285617471,NA,NA,NA
CR,1996-11-05,0,1.03,0.2,0.34,0.38,0.45,2.9,13,6.38,21,0.72,7.1,1.591069963022881,1.1191190640193462e-4,25.668072707175465,NA,NA,NA
CR,1996-11-05,10,1.02,0.2,0.35,0.37,0.45,2.87,13,6.36,19,0.75,7.1,1.614378960040276,1.0844074829796695e-4,26.030074793442953,NA,NA,NA
CR,1996-11-05,19,1.045,0.2,0.345,0.39,0.445,2.875,13,6.22,17.5,0.825,7,1.4542226582952913,7.055051345632008e-5,23.236533482986662,NA,NA,NA
CR,1997-02-18,0,1.12,0.26,0.36,0.38,0.44,2.9,14,6.4,31,0.93,0.5,1.9052315215781488,1.1333608784071716e-4,30.83324255953228,NA,NA,NA
CR,1997-02-18,19,1.14,0.25,0.34,0.36,0.47,2.52,15,5.69,42,2.18,4.4,1.4177732091879611,1.8718871074147674e-5,21.195414535901012,NA,NA,NA
CR,1997-05-07,0,1.12,0.25,0.34,0.34,0.42,2.55,12,6.29,38,0.81,7.9,1.6026689228393571,9.38594684590804e-5,25.760894400972433,NA,NA,NA
CR,1997-05-07,10,1.1150000000000002,0.26,0.35,0.35,0.425,2.5599999999999996,13,6.075,30,1.07,6.1,1.474252326217454,4.982671357257945e-5,23.324006213294602,NA,NA,NA
CR,1997-05-07,18,1.13,0.26,0.34,0.35,0.44,2.6,13,5.87,30,1.46,5.2,1.3715857992290725,2.811374038083444e-5,21.13208676569037,NA,NA,NA
CR,1997-08-25,0,1.06,0.25,0.36,0.37,0.43,2.48,12,6.73,28,0.58,19.7,2.0307483869904446,4.473826765202837e-4,33.14618420563257,NA,NA,NA
CR,1997-08-25,12,1.14,0.26,0.35,0.36,0.42,2.53,NA,6.52,19,0.71,9.4,1.9069346704158372,1.9820233309165056e-4,30.96627286654509,NA,NA,NA
CR,1997-08-25,19,1.27,0.26,0.36,0.39,0.42,2.39,13,5.6,46,2.35,7.1,1.3525445041744586,1.5788416732401553e-5,19.65618405042639,NA,NA,NA
CR,1997-11-10,0,1.11,0.26,0.35,0.36,0.42,2.6,12,6.21,31,0.87,7.2,1.5154078887719256,7.22822509752119e-5,24.225294073860116,NA,NA,NA
CR,1997-11-10,10,1.09,0.26,0.35,0.37,0.42,2.55,12,6.19,17,0.87,7.2,1.4698868407752463,6.695546442778212e-5,23.44985368698149,NA,NA,NA
CR,1997-11-10,19,1.09,0.26,0.36,0.38,0.42,2.55,12,6.2,29.5,0.865,7.2,1.4839843845463276,6.917217889218261e-5,23.695749039026737,NA,NA,NA
CR,1998-02-16,0,1.33,0.33,0.42,0.42,0.48,3.15,15,6.69,28,0.77,1.4,2.2487354388042458,2.68977502701816e-4,36.665410571823394,NA,NA,NA
CR,1998-02-16,10,1.1,0.27,0.335,0.35,0.4,2.525,13,6.16,31,1.21,4,1.8445578213242597,7.095593295476118e-5,29.54315160501662,NA,NA,NA
CR,1998-02-16,19,1.14,0.28,0.34,0.38,0.4,2.3,15,5.88,45,2.3,4.5,2.169295078095653,4.450192888728215e-5,34.23681676454432,NA,NA,NA
CR,1998-04-22,0,1.07,0.27,0.32,0.36,0.46,2.55,13,6.35,25,0.79,9.7,1.7376537640454566,1.2316693954771957e-4,28.041954231023222,NA,NA,NA
CR,1998-04-22,10,1.07,0.27,0.32,0.36,0.46,2.56,13,6.26,18,0.81,6.6,1.5054383434470104,7.911062856762034e-5,24.12941406441919,NA,NA,NA
CR,1998-04-22,19,1.0750000000000002,0.27,0.32,0.365,0.485,2.67,13,5.96,17.5,1.11,5,1.2255547709531136,3.071064177666157e-5,18.99166817351408,NA,NA,NA
CR,1998-08-12,0,0.99,0.26,0.34,0.35,0.5,2.61,12,6.73,19,0.45,23.3,1.6013913562531277,3.8214732127150424e-4,26.119177179771306,NA,NA,NA
CR,1998-08-12,5,0.97,0.25,0.34,0.37,0.45,2.58,NA,6.84,26,0.45,22.7,1.712710286114159,5.197991931505415e-4,28.000755489871786,NA,NA,NA
CR,1998-08-12,10,1.01,0.25,0.32,0.36,0.46,2.62,12,7.13,21,0.395,15.3,1.6804795777355208,8.355123347399771e-4,27.557474062406833,NA,NA,NA
CR,1998-08-12,12,0.98,0.25,0.33,0.34,0.45,2.55,NA,7.42,19,0.44,11.2,2.0161848465106593,0.001751887441499421,33.149069020786854,NA,NA,NA
CR,1998-08-12,15,1.06,0.25,0.33,0.34,0.49,2.56,NA,6.11,29,1.17,8.1,1.7682720768290192,6.882860609042626e-5,28.2091720419804,NA,NA,NA
CR,1998-08-12,19,1.06,0.25,0.32,0.36,0.48,2.52,13,5.62,35,2.43,7,1.4535974382107142,1.7713868674680613e-5,21.42547664291465,NA,NA,NA
CR,1998-11-04,0,1.06,0.26,0.39,0.36,0.46,2.33,13,6.2,18,0.86,9.5,1.528541477913092,7.626150957133547e-5,24.427061481940196,NA,NA,NA
CR,1998-11-04,10,1.06,0.26,0.32,0.36,0.46,2.38,13,6.19,23,0.92,9.6,1.6131778686127518,7.887930517961394e-5,25.799482765753794,NA,NA,NA
CR,1998-11-04,19,1.15,0.26,0.33,0.38,0.475,1.7850000000000001,14,6.09,92.5,3.4749999999999996,9.5,5.20159916872835,2.01448970563388e-4,84.4455520856681,NA,NA,NA
CR,1999-02-22,0,1.38,0.3,0.42,0.53,0.65,2.68,15,6.58,28,0.72,0,1.8360391332265518,1.6247358483279138e-4,29.837308641574875,NA,NA,NA
CR,1999-02-22,10,1.31,0.25,0.36,0.36,0.35,2.29,13,6.2,35,0.82,3.2,1.3126686143507036,5.394703460002987e-5,20.88644573102009,NA,NA,NA
CR,1999-02-22,19,1.255,0.275,0.37,0.435,0.44,2.0549999999999997,16,5.78,52.5,1.52,4.1,1.1734467634496255,1.8878088898614034e-5,17.573509905773783,NA,NA,NA
CR,1999-05-05,0,1.22,0.26,0.35,0.38,0.49,2.41,13,6.42,28,0.67,12.9,1.6677415559042081,1.5181776553512463e-4,26.967181327482695,NA,NA,NA
CR,1999-05-05,3,1.27,0.27,0.35,0.4,0.47,2.4,NA,6.4,21,0.64,12.8,1.5540264369244996,1.3473577345509061e-4,25.084504786972683,NA,NA,NA
